,,,中文翻譯,日文翻譯,捷克文翻譯,越文翻譯,越文例句,英文例句,日文例句,捷克文例句,中文翻譯
mental uses,emotive uses,amazement,驚奇、吃驚,,,,,,,,
mental uses,emotive uses,fury,暴怒、狂怒,,,,,,,,
mental uses,emotive uses,sorrow,悲痛、傷心、不幸,,,,,,,,
mental uses,emotive uses,gratitude,感激、感謝,,,,,,,,
mental uses,emotive uses,annoyance,煩惱,,,,,,,,
mental uses,emotive uses,thrill,興奮、激動,,,,,,,,
mental uses,emotive uses,disgust,厭惡、反感、憎惡,,,,,,,,
mental uses,emotive uses,indignation,憤怒、憤慨,,,,,,,,
mental uses,emotive uses,grudge,怨恨、勉強,,,,,,,,
mental uses,emotive uses,pride,自豪、得意、驕傲,,,,,,,,
mental uses,emotive uses,fear,害怕、懼怕、擔憂,恐怖,strach,nỗi sợ,Nỗi sợ bị lây nhiễm AIDS là có thật.,The fear of contracting AIDS was very real. ,エイズに感染するという恐怖はとても現実的なものだった。,Strach z nákazy AIDS byl velmi skutečný.,可能會感染愛滋病的恐懼非常真實。
mental uses,emotive uses,concern,擔心、憂慮,心配（事）、心配する,,mối bận tâm,Nếu có thêm bất kỳ người nào nữa thì thật sự rất đáng lo ngại. Mối bận tâm của chúng tôi là các dịch vụ sẽ bị quá tải.,If we have any more coming along then that would be very worrying indeed. Our concern would be that the services would be overloaded. ,これ以上増えると大変なことになる。私たちが心配しているのは、サービスが過剰になってしまうことである。,"Pokud budeme mít další, pak by to bylo opravdu velmi znepokojující. Obávali bychom se, že by služby byly přetíženy. ",如果我們還有更多的人來，那將真的會是件讓人非常擔憂的事情。我們擔心服務量會超過負荷。
mental uses,emotive uses,worry,擔心、憂慮,,,,,,,,
mental uses,emotive uses,apprehension,擔心、憂慮,,,,,,,,
mental uses,emotive uses,dread,害怕、擔心,,,,,,,,
mental uses,emotive uses,premonition,預兆、預感,,,,,,,,
mental uses,emotive uses,reservation,預定、預約,,,,,,,,
mental uses,emotive uses,disquiet,焦慮、不安、擔心,,,,,,,,
mental uses,emotive uses,anxiety,焦慮、不安、擔心,,,,,,,,
modal uses,epistemic uses,possibility,可能（性）,,,,,,,,
modal uses,epistemic uses,option,選擇、選項,,,,,,,,
modal uses,epistemic uses,risk,風險、危險,リスク,riziko,rủi ro,"Ông Major đang cố gắng hết sức, nhưng rủi ro là nếu nền kinh tế vốn đã tồi tệ nay càng tồi tệ hơn thì anh ta có thể sẽ bị sa thải hoàn toàn.","Mr Major is going for gold; but the risk is that if the economy goes from bad to worse, he would be disqualified altogether. ",しかし、経済がさらに悪化した場合、メジャー氏は完全に失脚してしまうというリスクがある。,"Pan Major si vybral zlato; ale riziko je, že pokud se ekonomika zhorší, bude zcela diskvalifikován.",梅傑先生為的是錢。但風險是，如果本來已不佳的經濟變得更差，他可能也得一同被革職。
modal uses,epistemic uses,uncertainty,不確定性、未知,,,,,,,,
modal uses,epistemic uses,chance,機會、時機、很有可能,チャンス、機会,šance,khả năng,Có lẽ cả hai nhiệm vụ sẽ vô giá trị vì có khả năng anh ta sẽ bị đánh bại bởi ít nhất một trong những đối thủ của mình.,Perhaps both tasks will be worthless because there is a good chance that at least one of his rivals will beat him. ,おそらく、どちらのタスクも無意味でしょう。なぜなら、少なくともライバルの一人が彼を打ち負かすといういいチャンスがあるからである。,"Možná budou oba úkoly nebudou mít žádný význam, protože existuje velká šance, že ho alespoň jeden z jeho soupeřů porazí.",或許這兩項任務都會變得毫無價值，因為很有可能至少有一個他的對手會打敗他。
modal uses,epistemic uses,danger,危險、風險,危険(性),nebezpečí,"nguy cơ, nguy hiểm",Nguy cơ là niềm đam mê tuổi trẻ của cô ấy đối với quần vợt đang bị tước đoạt như với Tracy Austin và Andrea Jaeger trước đó.,There is a danger that the youthful zest is being sapped out of her and her tennis as it was for Tracy Austin and Andrea Jaeger before her. ,Tracy Austin and Andrea Jaegerがそうであったように、彼女や彼女のテニスから若さが失われていく危険性がある。,"Existuje nebezpečí, že z ní a jejího tenisu zmizí mladistvé nadšení, jak to bylo předtím u Tracy Austinové a Andrei Jaegerové. ",有個風險是，她身上以及她對網球的青春熱忱被消磨殆盡，就像是在她之前的崔西・奧斯丁以及安德莉雅・耶格一樣。
modal uses,epistemic uses,probability,可能（性）、可能的情況,可能性,pravděpodobnost,khả năng,"... như Geoffrey đề cập trước đó, điều đó thật khó có thể xảy ra đối với tên tiếng Anh của Ludgate Hill. Khả năng là một ngôi đền trên ngọn đồi gần Severn liên kết anh ấy với con sông ở phía tây, và một ngôi đền hùng vĩ hơn trên ngọn đồi kết nối anh ta với sông Thames ở phía đông.","...as having been suggested first by Geoffrey, that can hardly be supposed possible in the case of the English name of Ludgate Hill. The probability is that as a temple on a hill near Severn associated him with that river in the west, so a still more ambitious temple on a hill connected him with the Thames in the east. ",ジェフリーが最初に提案したとされているが、英語名のLudgate Hillの場合には、その可能性はほとんど考えられない。可能性としては、セヴァンの近くの丘にある神殿が、西のセヴァン川と彼を結びつけたように、丘にあるさらに野心的な神殿が、東のテムズ川と彼を結びつけたのではないだろうか。,"... jak to navrhl nejprve Geoffrey, že v případě anglického jména Ludgate Hill se to stěží dá předpokládat za možné. Je pravděpodobnost, že jako chrám na kopci poblíž Severn ho spojoval na západě s tou řekou, tak ještě ambicióznější chrám na kopci ho spojoval s Temží na východě. ",如同起初傑弗瑞所說的，在路德蓋特山這個英文名字的情況下，...很難被認為是可能的。可能的情況是，因為山上的寺廟位於塞文河邊，把他和西邊的河聯繫在了一起，所以山上更為雄偉的寺廟，讓他和西邊的泰晤士河產生了連結。
modal uses,epistemic uses,likelihood,可能（性）,可能性,pravděpodobnost,khả năng,"Vẹt yến phụng dễ gặp rủi ro vì chúng thường xuyên dùng mỏ trèo quanh lưới, làm tăng khả năng chúng ăn phải các hạt gỉ sét.","Budgerigars are particularly at risk as they frequently climb around the mesh using their beaks, increasing the likelihood that they will consume rust particles. ",セキセイインコはくちばしを使ってメッシュの周りを頻繁に登り、錆びた粒子を食べてしまう可能性が高くなる。 ,"Andulky jsou obzvláště ohroženy, protože často šplhají po pletivu pomocí zobáků, což zvyšuje pravděpodobnost, že můžou sníst částice rzi. ",虎皮鸚鵡處在特別大的風險之中，因為他們經常用喙在金屬網上爬來爬去，他們很可能就這樣食入鐵鏽微粒。
modal uses,epistemic uses,certainty,確定、肯定、確信,確信,jistota,sự chắc chắn,"Lòng trung thành duy nhất của ông là tự do biểu đạt nghệ thuật, với sự chắc chắn rằng “các nhà thơ phải luôn đứng lên chống lại quyền lực nếu không sự thật sẽ chết”.",His sole allegiance is to freedom of artistic expression—to the certainty that “poets must always stand against the powerful or truth will die.” ,彼の唯一の忠誠心は、芸術表現の自由であり、「詩人は常に権力者に立ち向かわなければ、真実は死んでしまう」という確信である。,"Jeho jedinou oddaností je oddanost k svobodě uměleckého projevu - a  jistota, že „básníci musí vždy stát proti mocným, jinak pravda zemře“. ",他唯一忠於的是藝術表達的自由——他是如此確信著：「詩人必須永遠站在強大事物的對立面，否則事實將會死去。」
modal uses,epistemic uses,fact,事實、真相,事実,skutečnost,"thực tế, sự thật",... thực tế là chúng tôi biết rằng các thuyền khác đóng vai trò dò đường.,...the fact that we knew that other yachts acted as pathfinders.,.他のヨットが先駆者のように働くことを知っていたという事実,"... skutečnost, že jsme věděli, že jiné jachty fungovaly jako naváděči. ",我們知道用其他遊艇來探路的這個事實...
modal uses,epistemic uses,truth,事實、真相,実は、実際には,pravdou,sự thật,"Có một thời gian, Đông Đức được cho là có nền công nghiệp mạnh và lực lượng lao động được đào tạo bài bản, nhưng sự thật là nhiều nhà máy đã quá cũ, không đáng để giữ lại và những công nhân ở đây bị người Tây Đức đánh giá là lười biếng và thiếu bất động lực làm việc.","At one time, East Germany was thought to have a strong industrial base and a well trained workforce, but the truth is that many factories are so antiquated they are not worth saving and they are staffed by workers whom the West Germans judge to be lazy and lacking any sort of drive. ",一時期、東ドイツは強力な産業基盤と訓練された労働力を持っていると考えられていたが、実際には、多くの工場は保存する価値がないほど古びており、西ドイツ人に怠け者で意欲がないと判断された労働者が働いている。,"Kdysi se o východním Německu myslelo, že má silnou průmyslovou základnu a dobře vyškolenou pracovní sílu, ale pravdou je, že mnoho továren je tak zastaralých, že nestojí za záchranu, a pracují v nich pracovníci, o nichž si západní Němci myslí, že jsou líní a bez jakékoli snahy. ",東德有一度被認為具有強大的工業基礎以及訓練有素的勞動力，然而真相是，許多工廠已經非常老舊不堪、不值得留下，而且這些工廠的員工被西德人認為是懶惰且完全沒有動力工作的人。
modal uses,epistemic uses,reality,現實、真相,実は、実際には,realita,"thực tế, sự thật","Trong vài năm, nó được gọi là Thư viện Kiến trúc Anh, tạo ấn tượng về một phần của Thư viện nước Anh. Thực tế là Thư viện Anh miễn phí bản quyền cho mọi cuốn sách về kiến trúc Anh, trong khi RIBA phải mua chúng.","For some years it has been called the British Architectural Library, giving the impression it is in some way part of the British Library. The reality is that the British Library gets free copyright copies of every British architectural book, while the RIBA has to purchase them. ",何年か前から「British Architectural Library」と呼ばれており、何らかの形で英国図書館の一部であるかのような印象を与えている。実際には、英国図書館はすべての英国の建築関連書籍の著作権コピーを無料で入手しているが、RIBAは購入しなければならない。,"Již několik let se jí říká Britská architektonická knihovna, což budí dojem, že je nějakým způsobem součástí Britské knihovny. Realita je taková, že Britská knihovna dostane zdarma kopie každé britské architektonické knihy s autorskými právy, zatímco RIBA je musí zakoupit. ",好幾年來它被稱為大英建築圖書館，給人一種感覺好像它某種程度來說是大英圖書館的一部分。但現實情況是，大英博物館可以免費取得大英建築圖書館有版權的書，然而大英建築圖書館必須買下這些書。
